identifiant;fournisseur;zone_disponibilite;nom;code_region;ville;zone_disponibilite_em
swedencentral;Azure;Europe;(Europe) Sweden Central;SE-X;Gävle;('AT','BA','BE','BG','CH','CY','CZ','DE','DK-BHM','DK-DK1','DK-DK2','EE','ES','FI','FR','GB','GB-NIR','GR','HR','HU','IE','IS','IT-CNO','IT-CSO','IT-NO','IT-SAR','IT-SIC','IT-SO','LT','LU','LV','NL','NO-NO1','NO-NO2','NO-NO3','NO-NO4','NO-NO5','PL','PT','RO','RS','SE-SE1','SE-SE2','SE-SE3','SE-SE4','SI','SK','TR')
switzerlandnorth;Azure;Europe;(Europe) Switzerland North;CH-ZH;Zurich;('AT','BA','BE','BG','CH','CY','CZ','DE','DK-BHM','DK-DK1','DK-DK2','EE','ES','FI','FR','GB','GB-NIR','GR','HR','HU','IE','IS','IT-CNO','IT-CSO','IT-NO','IT-SAR','IT-SIC','IT-SO','LT','LU','LV','NL','NO-NO1','NO-NO2','NO-NO3','NO-NO4','NO-NO5','PL','PT','RO','RS','SE-SE1','SE-SE2','SE-SE3','SE-SE4','SI','SK','TR')
southafricanorth;Azure;Afrique – Moyen-Orient;(Africa) South Africa North;ZA-GT;Johannesbourg;('IL','ZA')
uaenorth;Azure;Afrique – Moyen-Orient;(Middle East) UAE North;AE-DU;Dubaï;('IL','ZA')
qatarcentral;Azure;Afrique – Moyen-Orient;(Middle East) Qatar Central;QA-DA;Doha;('IL','ZA')
eastasia;Azure;Asie – Pacifique;(Asia Pacific) East Asia;CN-HK;Hong Kong;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
southeastasia;Azure;Asie – Pacifique;(Asia Pacific) Southeast Asia;SG-01;Singapour;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
australiacentral;Azure;Asie – Pacifique;(Asia Pacific) Australia Central;AU-ACT;Canberra;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
australiaeast;Azure;Asie – Pacifique;(Asia Pacific) Australia East;AU-NSW;Sydney;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
australiasoutheast;Azure;Asie – Pacifique;(Asia Pacific) Australia Southeast;AU-VIC;Melbourne;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
koreacentral;Azure;Asie – Pacifique;(Asia Pacific) Korea Central;KR-11;Séoul;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
centralindia;Azure;Asie – Pacifique;(Asia Pacific) Central India;IN-MH;Pune;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
southindia;Azure;Asie – Pacifique;(Asia Pacific) South India;IN-TN;Madras;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
japaneast;Azure;Asie – Pacifique;(Asia Pacific) Japan East;JP-13;Tokyo;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
japanwest;Azure;Asie – Pacifique;(Asia Pacific) Japan West;JP-27;Osaka;('HK','ID','IN-NO','IN-WE','JP-KN','JP-TK','KR','SG','TR','TW')
